model,dataset,optim_level,accuracy,precision,recall,f1,mcc,fpr
magicoder-s-ds-6.7b,pseudo_code,O2,0.7873563218390804,0.7384615384615385,0.7058823529411765,0.7218045112781954,0.5502197723712123,0.4594594593352812
magicoder-s-ds-6.7b,pseudo_code,O3,0.7706422018348624,0.7662337662337663,0.6483516483516484,0.7023809523809523,0.5226962975677242,0.35999999992799997
magicoder-s-ds-6.7b,pseudo_code,Os,0.793859649122807,0.7553191489361702,0.7473684210526316,0.7513227513227513,0.575324693478473,0.48936170202354007
magicoder-s-ds-6.7b,pseudo_code,all,0.7556089743589743,0.7216699801192843,0.6875,0.7041707080504365,0.496611688607743,0.4590163934275732
opencoder-1.5b,assembly_code,O0,0.5372750642673522,0.4496124031007752,0.3473053892215569,0.3918918918918919,0.028897344277151394,0.39444444442253085
opencoder-1.5b,assembly_code,O1,0.5481171548117155,0.49411764705882355,0.3925233644859813,0.4375,0.06935264276238726,0.39814814811128263
opencoder-1.5b,assembly_code,O2,0.5804597701149425,0.4657534246575342,0.5,0.48226950354609927,0.1305892544510562,0.5342465752692813
opencoder-1.5b,assembly_code,O3,0.5642201834862385,0.47435897435897434,0.4065934065934066,0.4378698224852071,0.08616710093407524,0.43157894732299174
opencoder-1.5b,assembly_code,Os,0.543859649122807,0.43283582089552236,0.30526315789473685,0.35802469135802467,0.021157238938141816,0.36538461534948224
opencoder-1.5b,assembly_code,all,0.5512820512820513,0.46296296296296297,0.3787878787878788,0.4166666666666667,0.058742048714950305,0.41428571427831634
opencoder-1.5b,pseudo_code,O0,0.6786632390745502,0.6458333333333334,0.5568862275449101,0.5980707395498392,0.3353713700347891,0.40799999996736
opencoder-1.5b,pseudo_code,O1,0.698744769874477,0.6923076923076923,0.5887850467289719,0.6363636363636364,0.38572805199329396,0.3888888888348766
opencoder-1.5b,pseudo_code,O2,0.6954022988505747,0.6119402985074627,0.6029411764705882,0.6074074074074074,0.35862968425019764,0.49056603764328943
opencoder-1.5b,pseudo_code,O3,0.6788990825688074,0.6296296296296297,0.5604395604395604,0.5930232558139535,0.33087072528492656,0.42857142851020413
opencoder-1.5b,pseudo_code,Os,0.7412280701754386,0.7195121951219512,0.6210526315789474,0.6666666666666666,0.4603613848368939,0.3898305084085033
opencoder-1.5b,pseudo_code,all,0.6963141025641025,0.6602150537634408,0.5814393939393939,0.6183282980866063,0.3698949169755556,0.4168865435246204
opencoder-8b,assembly_code,O0,0.5989717223650386,0.5555555555555556,0.32934131736526945,0.41353383458646614,0.1490265458518152,0.28205128203320184
opencoder-8b,assembly_code,O1,0.6234309623430963,0.5955056179775281,0.4953271028037383,0.5408163265306123,0.22896181023011408,0.3999999999555556
opencoder-8b,assembly_code,O2,0.6781609195402298,0.6,0.5294117647058824,0.5625,0.31104068106091975,0.42857142849489793
opencoder-8b,assembly_code,O3,0.6559633027522935,0.5975609756097561,0.5384615384615384,0.5664739884393064,0.28363311503369376,0.4399999999413334
opencoder-8b,assembly_code,Os,0.6842105263157895,0.6619718309859155,0.49473684210526314,0.5662650602409639,0.3346056449017605,0.33333333328703707
opencoder-8b,assembly_code,all,0.6402243589743589,0.5985037406483791,0.45454545454545453,0.5166846071044133,0.244319337398481,0.35857461023700277
opencoder-8b,pseudo_code,O0,0.7017994858611826,0.6624203821656051,0.6227544910179641,0.6419753086419753,0.3874270534628016,0.4568965516847503
opencoder-8b,pseudo_code,O1,0.7866108786610879,0.7745098039215687,0.7383177570093458,0.7559808612440191,0.5670947062948923,0.4509803920684352
opencoder-8b,pseudo_code,O2,0.7816091954022989,0.7142857142857143,0.7352941176470589,0.7246376811594203,0.5439051151891199,0.5263157893351801
opencoder-8b,pseudo_code,O3,0.8027522935779816,0.7608695652173914,0.7692307692307693,0.7650273224043715,0.5951019804668866,0.5116279068577609
opencoder-8b,pseudo_code,Os,0.7719298245614035,0.7311827956989247,0.7157894736842105,0.723404255319149,0.5294985019756618,0.48076923067677513
opencoder-8b,pseudo_code,all,0.7596153846153846,0.7217898832684825,0.7026515151515151,0.7120921305182342,0.5059632470841174,0.4766666666507778
qwen-0.5b,assembly_code,O0,0.5784061696658098,0.5132743362831859,0.3473053892215569,0.4142857142857143,0.10854643379254834,0.3353658536380874
qwen-0.5b,assembly_code,O1,0.6150627615062761,0.5882352941176471,0.4672897196261682,0.5208333333333334,0.20997009022970903,0.3804347825673441
qwen-0.5b,assembly_code,O2,0.6954022988505747,0.6363636363636364,0.5147058823529411,0.5691056910569106,0.34214141553194466,0.377358490494838
qwen-0.5b,assembly_code,O3,0.6651376146788991,0.618421052631579,0.5164835164835165,0.562874251497006,0.29817464340091626,0.3972602739181836
qwen-0.5b,assembly_code,Os,0.6359649122807017,0.5967741935483871,0.3894736842105263,0.4713375796178344,0.22326512385367916,0.3012048192408187
qwen-0.5b,assembly_code,all,0.6274038461538461,0.5805626598465473,0.42992424242424243,0.4940152339499456,0.2153131576792821,0.3526881720354261
qwen-0.5b,pseudo_code,O0,0.7249357326478149,0.717391304347826,0.592814371257485,0.6491803278688525,0.43155762820849614,0.3644859812743471
qwen-0.5b,pseudo_code,O1,0.8535564853556485,0.9090909090909091,0.7476635514018691,0.8205128205128205,0.7083405815647303,0.22857142850612244
qwen-0.5b,pseudo_code,O2,0.867816091954023,0.835820895522388,0.8235294117647058,0.8296296296296296,0.7217109394453163,0.47826086935727785
qwen-0.5b,pseudo_code,O3,0.9036697247706422,0.9069767441860465,0.8571428571428571,0.8813559322033898,0.8012892299955823,0.38095238077097504
qwen-0.5b,pseudo_code,Os,0.8947368421052632,0.8901098901098901,0.8526315789473684,0.8709677419354839,0.7826643298571968,0.41666666649305556
qwen-0.5b,pseudo_code,all,0.8317307692307693,0.8382978723404255,0.7462121212121212,0.7895791583166333,0.6532354773354843,0.36190476188752835
qwen-1.5b,assembly_code,O0,0.6041131105398457,0.5565217391304348,0.38323353293413176,0.45390070921985815,0.16650591312682111,0.3311688311473267
qwen-1.5b,assembly_code,O1,0.6485355648535565,0.6352941176470588,0.5046728971962616,0.5625,0.2802788139633699,0.3690476190036848
qwen-1.5b,assembly_code,O2,0.6264367816091954,0.5230769230769231,0.5,0.5112781954887218,0.20934099172617843,0.4769230768497042
qwen-1.5b,assembly_code,O3,0.6834862385321101,0.6447368421052632,0.5384615384615384,0.5868263473053892,0.33721492704139655,0.3913043477693762
qwen-1.5b,assembly_code,Os,0.6052631578947368,0.5324675324675324,0.43157894736842106,0.47674418604651164,0.16773199761889362,0.3999999999555556
qwen-1.5b,assembly_code,all,0.6298076923076923,0.5789473684210527,0.4583333333333333,0.5116279069767442,0.22389492356869306,0.38095238094413525
qwen-1.5b,pseudo_code,O0,0.7146529562982005,0.6866666666666666,0.6167664670658682,0.6498422712933754,0.4119114629501313,0.4234234233852772
qwen-1.5b,pseudo_code,O1,0.7907949790794979,0.8202247191011236,0.6822429906542056,0.7448979591836735,0.5770653257835318,0.319999999936
qwen-1.5b,pseudo_code,O2,0.8160919540229885,0.7571428571428571,0.7794117647058824,0.7681159420289855,0.6159656406025008,0.5312499998339844
